Video_id,Segment_id,Pred,Pred_binary,Pred_7
233939,3,0.42,positive,Neutral
233939,4,-2.67,negative,very negative
233939,5,-3.08,negative,very negative
233939,6,-0.3,negative,Neutral
233939,7,0.26,positive,Neutral
233939,8,-0.19,negative,Neutral
233939,9,-2.84,negative,very negative
233939,10,-0.05,negative,Neutral
233939,11,-0.2,negative,Neutral
233939,12,-2.5,negative,very negative
233939,13,-1.39,negative,negative
233939,14,-3.02,negative,very negative
233939,15,-1.55,negative,negative
233939,16,-0.91,negative,slightly negative
234046,0,-1.38,negative,negative
234046,1,-1.11,negative,slightly negative
234046,2,-1.39,negative,negative
234046,3,-1.88,negative,negative
234046,4,-1.41,negative,negative
234046,5,-2.33,negative,very negative
234046,6,-1.6,negative,negative
234046,7,-2.11,negative,negative
234046,8,0.03,positive,Neutral
234046,9,-1.69,negative,negative
234046,10,-0.29,negative,Neutral
234046,11,0.29,positive,Neutral
234046,12,-0.1,negative,Neutral
234046,13,-0.18,negative,Neutral
234046,14,0.1,positive,Neutral
234046,15,-0.22,negative,Neutral
234046,16,-2.06,negative,negative
234046,17,-0.69,negative,slightly negative
234046,18,-0.15,negative,Neutral
234046,19,0.42,positive,Neutral
236442,0,0.78,positive,slightly positive
236442,1,-0.54,negative,slightly negative
236442,2,-0.02,negative,Neutral
236442,3,0.38,positive,Neutral
236442,4,-1.18,negative,slightly negative
236442,5,-1.13,negative,slightly negative
236442,6,-1.8,negative,negative
236442,7,-0.96,negative,slightly negative
236442,8,-0.41,negative,Neutral
236442,9,-0.65,negative,slightly negative
236442,10,-2.03,negative,negative
236442,11,-1.22,negative,slightly negative
23656,0,0.63,positive,slightly positive
23656,1,-0.53,negative,slightly negative
23656,2,0.41,positive,Neutral
23656,3,0.26,positive,Neutral
23656,4,0.04,positive,Neutral
23656,5,0.66,positive,slightly positive
23656,6,0.73,positive,slightly positive
23656,7,-0.58,negative,slightly negative
23656,8,-1.29,negative,negative
23656,9,-1.05,negative,slightly negative
23656,10,-1.51,negative,negative
23656,11,-2.13,negative,negative
23656,12,-0.28,negative,Neutral
23656,13,-0.83,negative,slightly negative
23656,14,-0.18,negative,Neutral
23656,15,-1.93,negative,negative
23656,16,0.88,positive,slightly positive
23656,17,-0.53,negative,slightly negative
23656,18,0.09,positive,Neutral
23656,19,-1.31,negative,negative
23656,20,-0.22,negative,Neutral
23656,21,-2.13,negative,negative
237363,0,-0.84,negative,slightly negative
237363,1,-0.08,negative,Neutral
237363,2,-2.18,negative,very negative
237363,3,-1.68,negative,negative
237363,4,1.68,positive,positive
237363,5,0.07,positive,Neutral
237363,6,-1.44,negative,negative
237363,7,0.34,positive,Neutral
237363,8,-1.06,negative,slightly negative
237363,9,-0.27,negative,Neutral
237363,10,-0.49,negative,slightly negative
237363,11,-1.78,negative,negative
237363,12,0.29,positive,Neutral
237363,13,0.4,positive,Neutral
238063,0,-1.37,negative,negative
238063,1,0.04,positive,Neutral
238063,2,-0.31,negative,Neutral
238063,3,-1.11,negative,slightly negative
238063,4,-2.1,negative,negative
238063,5,-0.55,negative,slightly negative
238063,6,-0.41,negative,Neutral
238063,7,0.66,positive,slightly positive
238063,8,0.31,positive,Neutral
238063,9,0.6,positive,slightly positive
238063,10,-1.77,negative,negative
238063,11,0.05,positive,Neutral
238063,12,1.54,positive,positive
238063,13,0.03,positive,Neutral
238063,14,-0.71,negative,slightly negative
238063,15,1.2,positive,slightly positive
238063,16,0.63,positive,slightly positive
238063,17,0.05,positive,Neutral
24196,0,-0.62,negative,slightly negative
24196,1,0.14,positive,Neutral
24196,2,1.2,positive,slightly positive
24196,3,-1.82,negative,negative
24196,4,-1.27,negative,slightly negative
24196,5,2.52,positive,very positive
24196,6,-2.7,negative,very negative
24196,7,1.06,positive,slightly positive
24196,8,-0.13,negative,Neutral
24196,9,0.34,positive,Neutral
24196,10,-1.9,negative,negative
24196,11,-0.68,negative,slightly negative
24196,12,1.03,positive,slightly positive
24196,13,-0.42,negative,Neutral
24196,14,-2.06,negative,negative
24196,15,-1.45,negative,negative
24196,16,-0.66,negative,slightly negative
24196,17,-3.0,negative,very negative
24351,0,1.58,positive,positive
24351,1,0.07,positive,Neutral
24351,2,1.75,positive,positive
24351,3,-0.34,negative,Neutral
24351,4,0.0,positive,Neutral
24351,5,0.0,positive,Neutral
24351,6,0.68,positive,slightly positive
24351,7,0.18,positive,Neutral
24351,8,0.15,positive,Neutral
24351,9,1.84,positive,positive
24351,10,0.08,positive,Neutral
24351,11,-1.28,negative,slightly negative
24351,12,-0.72,negative,slightly negative
243981,0,0.24,positive,Neutral
243981,1,-1.81,negative,negative
243981,2,-0.22,negative,Neutral
243981,3,-1.8,negative,negative
243981,4,-0.72,negative,slightly negative
243981,5,-1.32,negative,negative
243981,6,-2.02,negative,negative
243981,7,-0.53,negative,slightly negative
243981,8,-1.65,negative,negative
243981,9,-0.49,negative,slightly negative
243981,10,-0.33,negative,Neutral
243981,11,0.27,positive,Neutral
243981,12,-0.15,negative,Neutral
243981,13,-0.03,negative,Neutral
243981,14,-2.03,negative,negative
243981,15,-1.59,negative,negative
243981,16,-1.74,negative,negative
243981,17,-1.61,negative,negative
243981,18,-0.64,negative,slightly negative
243981,19,-2.02,negative,negative
24504,0,0.56,positive,slightly positive
24504,1,1.0,positive,slightly positive
24504,2,1.55,positive,positive
24504,3,-0.1,negative,Neutral
24504,4,-1.55,negative,negative
24504,5,-2.5,negative,very negative
24504,6,-0.4,negative,Neutral
24504,7,-1.07,negative,slightly negative
24504,8,-1.27,negative,slightly negative
24504,9,-0.48,negative,slightly negative
24504,10,-0.41,negative,Neutral
24504,11,-1.99,negative,negative
245582,0,-1.9,negative,negative
245582,1,-0.74,negative,slightly negative
245582,2,-0.66,negative,slightly negative
245582,3,-1.75,negative,negative
245582,4,-1.55,negative,negative
245582,5,-1.58,negative,negative
245582,6,-0.28,negative,Neutral
245582,7,-0.46,negative,slightly negative
245582,8,-1.21,negative,slightly negative
245582,9,0.11,positive,Neutral
245582,10,-0.47,negative,slightly negative
245582,11,-1.61,negative,negative
245582,12,-0.63,negative,slightly negative
245582,13,-1.37,negative,negative
245582,14,-1.06,negative,slightly negative
245582,15,-0.45,negative,slightly negative
245582,16,-1.14,negative,slightly negative
245582,17,-0.42,negative,Neutral
252097,0,-0.3,negative,Neutral
252097,1,-1.21,negative,slightly negative
252097,2,-1.93,negative,negative
252097,3,0.17,positive,Neutral
252097,4,1.01,positive,slightly positive
252097,5,-1.3,negative,negative
252097,6,-2.01,negative,negative
252097,7,-0.83,negative,slightly negative
252097,8,-2.29,negative,very negative
252097,9,-0.83,negative,slightly negative
252097,10,-1.16,negative,slightly negative
252097,11,-2.18,negative,very negative
252097,12,-2.24,negative,very negative
252912,0,-0.68,negative,slightly negative
252912,1,-1.87,negative,negative
252912,2,-1.69,negative,negative
252912,3,-0.92,negative,slightly negative
252912,4,-0.43,negative,slightly negative
252912,5,0.3,positive,Neutral
252912,6,-0.75,negative,slightly negative
252912,7,-2.32,negative,very negative
252912,8,-1.87,negative,negative
252912,9,0.38,positive,Neutral
252912,10,-1.75,negative,negative
252912,11,-0.01,negative,Neutral
252912,12,-1.12,negative,slightly negative
252912,13,0.25,positive,Neutral
254427,0,1.0,positive,slightly positive
255408,0,-0.2,negative,Neutral
255408,1,0.5,positive,slightly positive
255408,2,-1.18,negative,slightly negative
255408,3,-0.02,negative,Neutral
255408,4,-0.04,negative,Neutral
255408,5,-0.57,negative,slightly negative
255408,6,0.42,positive,Neutral
255408,7,-0.18,negative,Neutral
255408,8,-1.3,negative,negative
255408,9,-1.07,negative,slightly negative
25640,0,-0.49,negative,slightly negative
25640,1,-0.16,negative,Neutral
25640,2,-1.58,negative,negative
25640,3,1.9,positive,positive
25640,4,0.29,positive,Neutral
25640,5,-1.72,negative,negative
25640,6,-1.45,negative,negative
25640,7,-1.64,negative,negative
25640,8,-1.9,negative,negative
257277,0,-1.77,negative,negative
257277,1,-2.32,negative,very negative
257277,2,-1.69,negative,negative
257277,3,-0.14,negative,Neutral
257277,4,0.16,positive,Neutral
257277,5,-0.51,negative,slightly negative
257277,6,-1.84,negative,negative
257277,7,0.69,positive,slightly positive
257277,8,0.47,positive,slightly positive
257277,9,-0.74,negative,slightly negative
257277,10,-0.01,negative,Neutral
257277,11,-0.25,negative,Neutral
257277,12,-1.23,negative,slightly negative
257277,13,0.18,positive,Neutral
257277,14,1.94,positive,positive
257277,15,-0.14,negative,Neutral
257277,16,-2.02,negative,negative
257534,0,-1.9,negative,negative
257534,1,-1.54,negative,negative
257534,2,-1.5,negative,negative
257534,3,-1.86,negative,negative
257534,4,-1.65,negative,negative
257534,5,-1.73,negative,negative
257534,6,-2.11,negative,negative
257534,7,0.15,positive,Neutral
257534,8,0.2,positive,Neutral
257534,9,-1.27,negative,slightly negative
257534,10,-2.71,negative,very negative
257534,11,-0.22,negative,Neutral
257534,12,0.22,positive,Neutral
257534,13,-0.25,negative,Neutral
257534,14,-1.85,negative,negative
257534,15,-0.66,negative,slightly negative
257534,16,-0.29,negative,Neutral
259470,0,0.07,positive,Neutral
259470,1,-2.54,negative,very negative
259470,2,-0.26,negative,Neutral
259470,3,-1.98,negative,negative
259470,4,-1.75,negative,negative
259470,5,-2.44,negative,very negative
259470,6,-2.5,negative,very negative
259470,7,-2.18,negative,very negative
259470,8,-0.84,negative,slightly negative
259470,9,0.08,positive,Neutral
259470,10,-0.58,negative,slightly negative
259470,11,-0.42,negative,Neutral
259470,12,-2.98,negative,very negative
259470,13,-0.01,negative,Neutral
259470,14,-0.84,negative,slightly negative
259470,15,-2.31,negative,very negative
259470,16,-0.22,negative,Neutral
267466,0,1.23,positive,slightly positive
267466,1,-1.91,negative,negative
267466,2,-1.13,negative,slightly negative
267466,3,-1.58,negative,negative
267466,4,-1.38,negative,negative
267466,5,-0.86,negative,slightly negative
267466,6,-1.14,negative,slightly negative
267466,7,-1.53,negative,negative
267466,8,-1.47,negative,negative
267466,9,-2.31,negative,very negative
267466,10,-2.03,negative,negative
267466,11,-2.79,negative,very negative
267466,12,-2.79,negative,very negative
267466,13,-1.72,negative,negative
267466,14,-2.42,negative,very negative
267466,15,1.42,positive,positive
267466,16,1.98,positive,positive
267466,17,-0.22,negative,Neutral
267466,18,0.13,positive,Neutral
267466,19,0.46,positive,slightly positive
267466,20,-0.02,negative,Neutral
267466,21,-0.2,negative,Neutral
267466,22,-0.9,negative,slightly negative
267466,23,-1.5,negative,negative
267466,24,-1.37,negative,negative
267466,25,-0.95,negative,slightly negative
267466,26,-0.78,negative,slightly negative
267466,27,-0.07,negative,Neutral
267466,28,-1.76,negative,negative
267466,29,-0.22,negative,Neutral
267466,30,-0.87,negative,slightly negative
267466,31,-0.47,negative,slightly negative
267466,32,-1.92,negative,negative
267466,33,-0.22,negative,Neutral
267466,34,-0.5,negative,slightly negative
267466,35,-0.86,negative,slightly negative
267466,36,-0.8,negative,slightly negative
267466,37,-1.54,negative,negative
267466,38,-0.01,negative,Neutral
267466,39,-1.76,negative,negative
267466,40,-0.99,negative,slightly negative
267466,41,-1.72,negative,negative
267466,42,-1.87,negative,negative
267466,43,-1.79,negative,negative
267466,44,-2.21,negative,very negative
267466,45,-0.04,negative,Neutral
267466,46,-1.92,negative,negative
267694,0,-1.47,negative,negative
267694,1,0.25,positive,Neutral
267694,2,-2.87,negative,very negative
267694,3,-1.64,negative,negative
267694,4,-1.65,negative,negative
267694,5,-1.48,negative,negative
267694,6,-1.87,negative,negative
267694,7,-1.46,negative,negative
267694,8,0.05,positive,Neutral
267694,9,-1.78,negative,negative
267694,10,0.06,positive,Neutral
267694,11,0.34,positive,Neutral
267694,12,-0.89,negative,slightly negative
267694,13,-0.0,negative,Neutral
267694,14,-0.4,negative,Neutral
267694,15,0.22,positive,Neutral
267694,16,-1.32,negative,negative
267694,17,-1.43,negative,negative
267694,18,-1.62,negative,negative
267694,19,0.15,positive,Neutral
272838,0,-2.33,negative,very negative
272838,1,-2.25,negative,very negative
272838,2,-2.06,negative,negative
272838,3,-0.44,negative,slightly negative
272838,4,-1.77,negative,negative
272838,5,-0.97,negative,slightly negative
272838,6,-0.58,negative,slightly negative
272838,7,1.25,positive,slightly positive
272838,8,0.08,positive,Neutral
272838,9,0.18,positive,Neutral
272838,10,-1.79,negative,negative
272838,11,-1.18,negative,slightly negative
272838,12,-0.3,negative,Neutral
272838,13,-0.14,negative,Neutral
272838,14,-0.43,negative,Neutral
272838,15,-0.26,negative,Neutral
272838,16,-0.3,negative,Neutral
272838,17,-0.94,negative,slightly negative
273207,0,-1.56,negative,negative
273207,1,-0.26,negative,Neutral
273207,2,0.06,positive,Neutral
273207,3,-2.17,negative,very negative
273207,4,1.27,positive,slightly positive
273207,5,0.3,positive,Neutral
273207,6,-0.06,negative,Neutral
273207,7,-0.12,negative,Neutral
273207,8,-1.05,negative,slightly negative
273207,9,0.18,positive,Neutral
273207,10,0.09,positive,Neutral
273250,0,-2.15,negative,very negative
273250,1,-0.51,negative,slightly negative
273250,2,-2.4,negative,very negative
273250,3,-2.41,negative,very negative
273250,4,-0.63,negative,slightly negative
273250,5,-0.51,negative,slightly negative
273250,6,-2.2,negative,very negative
273250,7,-2.83,negative,very negative
273250,8,-0.41,negative,Neutral
273250,9,-0.38,negative,Neutral
273250,10,0.02,positive,Neutral
273250,11,0.06,positive,Neutral
273250,12,0.66,positive,slightly positive
273250,13,-1.77,negative,negative
273250,14,0.25,positive,Neutral
273250,15,0.23,positive,Neutral
273250,16,-0.04,negative,Neutral
273250,17,-0.17,negative,Neutral
273250,18,-0.46,negative,slightly negative
273250,19,-2.12,negative,negative
273250,20,-1.02,negative,slightly negative
273250,21,-0.49,negative,slightly negative
273250,22,-0.05,negative,Neutral
273250,23,-2.11,negative,negative
273250,24,-2.31,negative,very negative
273250,25,-1.04,negative,slightly negative
273250,26,-0.05,negative,Neutral
273250,27,-2.32,negative,very negative
275267,0,-0.7,negative,slightly negative
275267,1,-2.3,negative,very negative
275267,2,-1.14,negative,slightly negative
275267,3,-1.14,negative,slightly negative
275267,4,-0.27,negative,Neutral
275267,5,-1.52,negative,negative
275267,6,-2.31,negative,very negative
275267,7,-0.28,negative,Neutral
275267,8,-0.23,negative,Neutral
275267,9,-1.28,negative,slightly negative
275267,10,1.01,positive,slightly positive
275267,11,-2.22,negative,very negative
275267,12,0.12,positive,Neutral
275267,13,-0.33,negative,Neutral
275267,14,-1.31,negative,negative
275267,15,-0.39,negative,Neutral
27v7Blr0vjw,0,-0.34,negative,Neutral
27v7Blr0vjw,1,0.35,positive,Neutral
27v7Blr0vjw,2,-0.04,negative,Neutral
27v7Blr0vjw,3,0.02,positive,Neutral
27v7Blr0vjw,4,0.15,positive,Neutral
28006,0,-2.78,negative,very negative
28006,1,-2.09,negative,negative
28006,2,-2.82,negative,very negative
28006,3,-0.06,negative,Neutral
28006,4,-1.06,negative,slightly negative
28006,5,-0.82,negative,slightly negative
28006,6,-2.71,negative,very negative
28006,7,-1.49,negative,negative
28006,8,-0.56,negative,slightly negative
28006,9,-2.89,negative,very negative
28006,10,-1.53,negative,negative
28006,11,-2.02,negative,negative
28006,12,-0.46,negative,slightly negative
28006,13,-2.18,negative,very negative
28006,14,-0.49,negative,slightly negative
28006,15,-1.16,negative,slightly negative
28006,16,-2.81,negative,very negative
28006,17,-1.98,negative,negative
28006,18,-2.7,negative,very negative
28006,19,-0.09,negative,Neutral
28006,20,-1.61,negative,negative
28006,21,-2.04,negative,negative
28006,22,-1.45,negative,negative
283935,0,-0.14,negative,Neutral
283935,1,0.25,positive,Neutral
283935,2,-1.67,negative,negative
283935,3,-0.6,negative,slightly negative
283935,4,-2.16,negative,very negative
283935,5,0.13,positive,Neutral
286943,0,-0.34,negative,Neutral
286943,1,-1.23,negative,slightly negative
286943,2,0.14,positive,Neutral
286943,3,0.7,positive,slightly positive
286943,4,0.19,positive,Neutral
286943,5,0.09,positive,Neutral
286943,6,-1.24,negative,slightly negative
286943,7,-0.69,negative,slightly negative
286943,8,-2.44,negative,very negative
286943,9,-2.34,negative,very negative
286943,10,-1.93,negative,negative
286943,11,-2.0,negative,negative
29751,0,0.05,positive,Neutral
29751,1,-0.71,negative,slightly negative
29751,2,0.13,positive,Neutral
29751,3,0.35,positive,Neutral
29751,4,-2.55,negative,very negative
29751,5,-0.11,negative,Neutral
29751,6,-1.36,negative,negative
29751,7,-1.84,negative,negative
29751,8,-1.62,negative,negative
29751,9,0.07,positive,Neutral
29751,10,-0.95,negative,slightly negative
29751,11,-2.5,negative,very negative
2BuFtglEcaY,0,0.51,positive,slightly positive
2BuFtglEcaY,1,1.72,positive,positive
2BuFtglEcaY,2,2.47,positive,very positive
2BuFtglEcaY,3,1.07,positive,slightly positive
2BuFtglEcaY,4,2.4,positive,very positive
2BuFtglEcaY,5,0.41,positive,Neutral
2BuFtglEcaY,6,-0.03,negative,Neutral
2BuFtglEcaY,7,1.82,positive,positive
2BuFtglEcaY,8,1.06,positive,slightly positive
2BuFtglEcaY,9,1.12,positive,slightly positive
2BuFtglEcaY,10,0.65,positive,slightly positive
2BuFtglEcaY,11,0.79,positive,slightly positive
2BuFtglEcaY,12,1.81,positive,positive
2BuFtglEcaY,13,1.75,positive,positive
2ItiGjefTRA,0,0.16,positive,Neutral
2ItiGjefTRA,1,-0.54,negative,slightly negative
2Ky9DBSl49w,0,0.01,positive,Neutral
2QXHdu2zlQY,0,-0.06,negative,Neutral
2QXHdu2zlQY,1,0.52,positive,slightly positive
2QXHdu2zlQY,2,0.41,positive,Neutral
2QXHdu2zlQY,3,0.72,positive,slightly positive
2QXHdu2zlQY,4,1.43,positive,positive
